Name	University	Country	
Naftaly Minsky	Rutgers, The State University of New Jersey - Newark	US	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Configuration_management;http://dbpedia.org/resource/Software_system
P. Chatalic	AgroParisTech	FR	http://dbpedia.org/resource/Web_service;http://dbpedia.org/resource/Semantic_web_data_space
Israel Cidon	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Local-area_networks;http://dbpedia.org/resource/Mobility_management
Feng Qiu	ICT College	US	http://dbpedia.org/resource/Self-assembly;http://dbpedia.org/resource/Atomic_force_microscopy;http://dbpedia.org/resource/Polythiophene
Ashwin Lall	Denison University	US	http://dbpedia.org/resource/Data_stream;http://dbpedia.org/resource/Dense_subgraph;http://dbpedia.org/resource/Traffic_analysis
Mohamed A. Sharaf	University of Toronto	CA	http://dbpedia.org/resource/Data_aggregator;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Sensor_networks
Ron van der Meyden	University of New South Wales	AU	http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Finite-state_machine;http://dbpedia.org/resource/Dynamic_logic_(digital_electronics);http://dbpedia.org/resource/Belief_revision;http://dbpedia.org/resource/Multiagent_systems_product_lines
Joachim W. Schmidt	Universität Hamburg	DE	http://dbpedia.org/resource/Database_application;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Relational_database
Panayiotis Tsaparas	Université de Marne la Vallée	FR	http://dbpedia.org/resource/Link_analysis;http://dbpedia.org/resource/World_Wide_Web
Susan B. Davidson	University of Pennsylvania	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database
Arnon Rosenthal	Tama Institute of Management and Information Sciences	JP	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Semantic_integration;http://dbpedia.org/resource/Transaction_Management_eXecutive
Michail Vaitis	University of the Air	JP	http://dbpedia.org/resource/Semantic_Web
Jiong Yang	Case Western Reserve University	US	http://dbpedia.org/resource/Asthma;http://dbpedia.org/resource/Chronic_obstructive_pulmonary_disease;http://dbpedia.org/resource/Inflammation
Vebjorn Ljosa	University of Calabria	IT	http://dbpedia.org/resource/Probabilistic_data_association_filter
Roberto J. Bayardo	University of Texas at Austin	US	http://dbpedia.org/resource/Internet_Protocol;http://dbpedia.org/resource/XML
 Jr.	National Aerospace University Kharkov Aviation Institute	UA	http://dbpedia.org/resource/Prostate_cancer;http://dbpedia.org/resource/Ovarian_cancer;http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/Risk_factor;http://dbpedia.org/resource/Gastric_cancer
E. Smirni	College of William and Mary	US	http://dbpedia.org/resource/High_Performance_Computing_and_Communication_Act_of_1991;http://dbpedia.org/resource/Academic_research
Peng Wu	East China Normal University	CN	http://dbpedia.org/resource/Atomic_absorption_spectroscopy
Elan Pavlov	AISTEDA	RO	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Combinatorial_auction;http://dbpedia.org/resource/Distributed_computing
Michael Stonebraker	Virginia Polytechnic Institute and State University (Virginia Tech)	US	http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_integration
R. Srikant	University of Illinois	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Admission_control
Nan Du	Beijing University of Posts and Telecommunications	CN	http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Complex_network
Naga K. Govindaraju	Institute of Public Administration	SA	http://dbpedia.org/resource/Graphics_hardware;http://dbpedia.org/resource/Global_illumination
A. Silberschatz	Yale University	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Concurrency_control
Michael J. Flynn	Stanford University	US	http://dbpedia.org/resource/Computer_architecture;http://dbpedia.org/resource/Computer_architecture;http://dbpedia.org/resource/Floating_point_arithmetic;http://dbpedia.org/resource/Parallel_processing;http://dbpedia.org/resource/Distributed_memory
Vasilis Vassalos	University of Athens	GR	http://dbpedia.org/resource/Semantic_integration;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Query_optimization
Lada A. Adamic	University of Milan	IT	http://dbpedia.org/resource/Knowledge_sharing;http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Virtual_world;http://dbpedia.org/resource/Social_dynamics
Andrew B. Goldberg	University of Wassit	IQ	http://dbpedia.org/resource/Semi-supervised_learning;http://dbpedia.org/resource/Data_mining
Eldar Fischer	Oulu Polytechnic	FI	http://dbpedia.org/resource/Property_testing;http://dbpedia.org/resource/Query_(complexity)
Paul Ginsparg	Cornell University	US	http://dbpedia.org/resource/Open_access;http://dbpedia.org/resource/Quantum_gravity;http://dbpedia.org/resource/Phase_transition;http://dbpedia.org/resource/Plagiarism_detection;http://dbpedia.org/resource/Medical_research
Ravi Kannan	AISTEDA	RO	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Integer_programming;http://dbpedia.org/resource/Linear_programming;http://dbpedia.org/resource/Polynomial-time_algorithm_for_approximating_the_volume_of_convex_bodies;http://dbpedia.org/resource/Markov_chain
Yang Wang	China Three Gorges University	CN	http://dbpedia.org/resource/Gene_transfer_format;http://dbpedia.org/resource/Antibiotic_resistance;http://dbpedia.org/resource/Integron;http://dbpedia.org/resource/Escherichia_coli;http://dbpedia.org/resource/Staphylococcus_aureus
Y. Roditty	Tel Aviv University	IL	
Jun Liu	AISTEDA	RO	http://dbpedia.org/resource/MEMS_sensor_generations;http://dbpedia.org/resource/GAAS;http://dbpedia.org/resource/Accelerometer;http://dbpedia.org/resource/Sensitivity_and_specificity;http://dbpedia.org/resource/Gyroscope
Hyong S. Kim	Carnegie Mellon University	US	http://dbpedia.org/resource/Network_architecture;http://dbpedia.org/resource/Service_Provisioning_Markup_Language;http://dbpedia.org/resource/Service-level_agreement;http://dbpedia.org/resource/Fault-tolerant_design
Steven Rudich	University of Cincinnati	US	http://dbpedia.org/resource/Liver_transplantation;http://dbpedia.org/resource/B_cell;http://dbpedia.org/resource/Hepatitis_C_virus;http://dbpedia.org/resource/In_vivo
Rajeev Rastogi	Tabor College	US	http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_stream
Sang K. Cha	National University	US	
David Maier	AISTEDA	RO	http://dbpedia.org/resource/Information_architecture;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Big_data;http://dbpedia.org/resource/Information_management
Dan Suthers	Information and Communications University	KR	http://dbpedia.org/resource/Collaborative_learning;http://dbpedia.org/resource/Learning_analytics;http://dbpedia.org/resource/Organizational_design
Jia Wang	AgroParisTech	FR	http://dbpedia.org/resource/Video_Coding_Experts_Group;http://dbpedia.org/resource/Video_compression_picture_types;http://dbpedia.org/resource/Error_detection_and_correction
J. McDermott	University of Melbourne	AU	http://dbpedia.org/resource/Cochlear_implant;http://dbpedia.org/resource/Cochlear_implant;http://dbpedia.org/resource/Electrical_muscle_stimulation;http://dbpedia.org/resource/Auditory_nerve
Luis Gravano	Columbia University	US	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Data_cleansing
Richard Hull	University of Bolton	GB	http://dbpedia.org/resource/Flammability;http://dbpedia.org/resource/Fire;http://dbpedia.org/resource/Fire_retardant;http://dbpedia.org/resource/Intumescent
Aditya Akella	University of Wisconsin - Madison	US	http://dbpedia.org/resource/Network_management;http://dbpedia.org/resource/Virtual_Network_Computing
Eric Paulos	Carnegie Mellon University	US	http://dbpedia.org/resource/Air_quality;http://dbpedia.org/resource/Interaction_design
Vasileios Megalooikonomou	Temple University	US	http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Neural_network;http://dbpedia.org/resource/Dimension_reduction
Prasad Tetali	Caucasus University	GE	http://dbpedia.org/resource/Markov_chain;http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Random_walk;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Markov_chain
André Brinkmann	Universität Paderborn	DE	
Eric A. Brewer	University of Calabria	IT	http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Fault-tolerant_design;http://dbpedia.org/resource/Network_architecture;http://dbpedia.org/resource/User_interface
Sanjay G. Rao	NAES College	US	http://dbpedia.org/resource/End_System_Multicast
Maria Gradinariu Potop-Butucaru	Universität Passau	DE	http://dbpedia.org/resource/Mobile_robot
David Rozenshtein	College of Science, Baghdad University	IQ	http://dbpedia.org/resource/Role-playing_game
Yufei Tao	Chinese University of Hong Kong	HK	http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Uncertain_data
Junhyong Kim	Yale University	US	http://dbpedia.org/resource/Molecular_evolution;http://dbpedia.org/resource/Protein_sequence;http://dbpedia.org/resource/Gene_expression;http://dbpedia.org/resource/Phylogenetic_tree;http://dbpedia.org/resource/Gene_expression_profiling
Alan Fern	Oregon State University	US	http://dbpedia.org/resource/Structured_prediction;http://dbpedia.org/resource/Reinforcement_learning;http://dbpedia.org/resource/Ensemble_learning
Andreas Terzis	Johns Hopkins University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Wireless_sensor_network;http://dbpedia.org/resource/Data_Intensive_Computing
James F. Brinkley	University of Washington	US	http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Semantic_Web
D. J. Hand	Imperial College London	GB	http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Factor_analysis;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Multivariate_analysis;http://dbpedia.org/resource/Expert_systems
Howie Choset	Carnegie Mellon University	US	http://dbpedia.org/resource/Systems_engineering
Jeffrey D. Ullman	Stanford University	US	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Database_theory;http://dbpedia.org/resource/Relational_database
Alan Halverson	University of Wisconsin - Madison	US	
Robert Morris	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Mandatory_access_control;http://dbpedia.org/resource/Web_server;http://dbpedia.org/resource/Open_source
Giuseppe Psaila	University of Bergamo	IT	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Data_warehouse
Venkatesan Guruswami	Carnegie Mellon University	US	http://dbpedia.org/resource/List_decoding;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Query_(complexity);http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Graph_partition
Maurice A. W. Houtsma	The Scripps Research Institute	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Relational_database
Mayank Bawa	Stanford University	US	http://dbpedia.org/resource/Sensor_networks
A. Deutsch	Technische Universität Darmstadt	DE	http://dbpedia.org/resource/Bit_rate
Philip Bohannon	Missouri Tech	US	http://dbpedia.org/resource/Information_integration;http://dbpedia.org/resource/Data_storage_device
Kemal Ebcioglu	AISTEDA	RO	http://dbpedia.org/resource/Code_generation_(compiler);http://dbpedia.org/resource/Cluster_Computing;http://dbpedia.org/resource/Dynamic_compilation;http://dbpedia.org/resource/Binary_translation
Maria Camila N. Barioni	Faculdade Jaguariúna	BR	http://dbpedia.org/resource/Complex_data_type
Shai Gutner	Tel Aviv University	IL	http://dbpedia.org/resource/Dominating_set_problem;http://dbpedia.org/resource/Approximation_algorithm
Frank Leymann	Universität Stuttgart	DE	http://dbpedia.org/resource/Business_process;http://dbpedia.org/resource/Enterprise_application_integration;http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Business_process
Yaacov Yesha	Ohio State University	US	http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Algebraic_computation;http://dbpedia.org/resource/Generative_model
B. Reed	National Museum Institute of History of Art, Conservation and Museology	IN	http://dbpedia.org/resource/Saccharomyces_cerevisiae;http://dbpedia.org/resource/DNA_replication;http://dbpedia.org/resource/Budding_yeast;http://dbpedia.org/resource/RNA_polymerase;http://dbpedia.org/resource/Amino_acid_sequence
Arthur L. Liestman	Simon Fraser University	CA	http://dbpedia.org/resource/Graph_spanner;http://dbpedia.org/resource/Distance_education
Arnab Nandi	University of Milan	IT	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Wireless_sensor_network;http://dbpedia.org/resource/Packet_data_serving_node
Anne-Marie Vercoustre	AgroParisTech	FR	http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/XML-Retrieval;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Native_XML_database;http://dbpedia.org/resource/Digital_library
Vassilis J. Tsotras	State University of New York College of Environmental Science and Forestry	US	http://dbpedia.org/resource/Access_method;http://dbpedia.org/resource/Temporal_database;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Schema_evolution
Jaewoo Kang	Western Connecticut State University	US	http://dbpedia.org/resource/Schema_matching;http://dbpedia.org/resource/Search_engine_optimization
Benny Kimelfeld	Bryan College	US	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/XML-Retrieval;http://dbpedia.org/resource/Language_model
Béla Bollobás	University of Leeds	GB	http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Graph_property;http://dbpedia.org/resource/Graph_property;http://dbpedia.org/resource/Tutte_polynomial
Brian Gallagher	Thiel College	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Type_I_error
G. Saake	International Institute for Geo - Information Science and Earth Observation	NL	http://dbpedia.org/resource/Temporal_logic
Steven P. Callahan	University of Utah	US	http://dbpedia.org/resource/Unstructured_grid;http://dbpedia.org/resource/Scientific_Data_Systems
Benny Sudakov	Athenaeum of Ohio	US	http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Regular_graph;http://dbpedia.org/resource/Graph_product;http://dbpedia.org/resource/Random_graph;http://dbpedia.org/resource/Ramsey_numbers
Fabian M. Suchanek	Universität Ulm	DE	http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Knowledge_management
Sakti P. Ghosh	AISTEDA	RO	http://dbpedia.org/resource/Relational_model;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_management_system
Dale Skeen	Cornell University	US	http://dbpedia.org/resource/Database_system
Igor Tatarinov	Colgate University	US	http://dbpedia.org/resource/Database_management_system;http://dbpedia.org/resource/Data_integration
Angelo Montanari	University of Udine	IT	http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Temporal_logic;http://dbpedia.org/resource/Logic_programming;http://dbpedia.org/resource/Formal_verification
Boaz Patt-Shamir	Tel Aviv University	IL	http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Randomized_algorithms
M. Holland	Free University of Tbilisi	GE	http://dbpedia.org/resource/Mouse_model;http://dbpedia.org/resource/Peripheral_blood_mononuclear_cell;http://dbpedia.org/resource/T_cell
Jean-Robert Gruser	University of Mary	US	
Man Lung Yiu	Hong Kong Polytechnic University	HK	http://dbpedia.org/resource/Nearest_neighbor_search;http://dbpedia.org/resource/Range_Queries;http://dbpedia.org/resource/Spatial_database
Xiaobing Wu	Anhui Normal University	CN	http://dbpedia.org/resource/Chinese_alligator;http://dbpedia.org/resource/Immunohistochemistry
L. Fortnow	Northwestern University	US	http://dbpedia.org/resource/Polynomial-time_approximation_scheme;http://dbpedia.org/resource/Complete_set_of_invariants
Rom Pinchasi	Massachusetts Institute of Technology	US	http://dbpedia.org/resource/Convex_polytope;http://dbpedia.org/resource/Geometric_graph_theory;http://dbpedia.org/resource/Isoperimetric_inequality
Antonella Poggi	Universidad del Centro Educativo Latinoamericano Rosario	AR	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/User_requirements_document
Donald R. Slutz	AISTEDA	RO	http://dbpedia.org/resource/Working_set;http://dbpedia.org/resource/Working_set
Antti Ukkonen	Universitat de Barcelona	ES	
Panagiotis Papapetrou	Abo Akademi University	FI	http://dbpedia.org/resource/Link_analysis;http://dbpedia.org/resource/Visual_analytics;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Dynamic_time_warping;http://dbpedia.org/resource/Text_corpora
Isambo Karali	University of Athens	GR	http://dbpedia.org/resource/Semantic_Web
Shalom Tsur	AISTEDA	RO	http://dbpedia.org/resource/Deductive_database;http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Relational_DBMS
Xiuwen Liu	Florida State University	US	http://dbpedia.org/resource/Pharmacokinetics;http://dbpedia.org/resource/Face_recognition
Umeshwar Dayal	Indian Institute of Information Technology	IN	http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_Warehousing;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Business_process;http://dbpedia.org/resource/Business_process
Stefan Szeider	Technische Universität Wien	AT	http://dbpedia.org/resource/Parameterized_complexity;http://dbpedia.org/resource/Constraint_satisfaction_problem
Christian Grothoff	University of Denver	US	http://dbpedia.org/resource/Cluster_Computing;http://dbpedia.org/resource/Stream_processing;http://dbpedia.org/resource/Transport_Layer_Security;http://dbpedia.org/resource/Secure_Network_Communications;http://dbpedia.org/resource/Type_system
Yuqing Wu	Jilin University	CN	
James Myers	Pacific Northwest College of Art	US	http://dbpedia.org/resource/Geographic_Information_Systems;http://dbpedia.org/resource/Collaborative_Problem_Solving;http://dbpedia.org/resource/Data_architecture;http://dbpedia.org/resource/Knowledge_environment;http://dbpedia.org/resource/Scientific_Data_Systems
Junghwan Rhee	Soka University of America	US	http://dbpedia.org/resource/Dynamic_Data_Exchange;http://dbpedia.org/resource/Data_access_object;http://dbpedia.org/resource/Memory_protection
Nabil Kahale	SRH University of Applied Sciences	DE	
Bin Fu	University of Science and Technology of China	CN	http://dbpedia.org/resource/Eclogite;http://dbpedia.org/resource/Dabie_Mountains;http://dbpedia.org/resource/Geothermobarometry;http://dbpedia.org/resource/Stable_isotope
Bonnie Berger	AISTEDA	RO	http://dbpedia.org/resource/Protein_structure
Christoph von Praun	St. Francis College, Brooklyn Heights	US	http://dbpedia.org/resource/Concurrent_programming;http://dbpedia.org/resource/Parallel_programming_model;http://dbpedia.org/resource/Software_transactional_memory;http://dbpedia.org/resource/Concurrency_control
Tadayoshi Kohno	University of Washington	US	http://dbpedia.org/resource/Access_control;http://dbpedia.org/resource/Network_forensics;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Distributed_Storage;http://dbpedia.org/resource/Computer_security
A. Itai	Hebrew University of Jerusalem	IL	
Carlo Zaniolo	Applied Science University	JO	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Data_modeling
Gísli Hjálmtýsson	University College of Applied Sciences	PS	http://dbpedia.org/resource/Configuration_file
Mihai Budiu	Forest Research Institute Dehradun	IN	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Reconfigurable_computing;http://dbpedia.org/resource/Critical_path_method
Carlos Guestrin	University of Washington	US	http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Graphical_models_for_protein_structure;http://dbpedia.org/resource/Structured_prediction;http://dbpedia.org/resource/Reinforcement_learning
Jacques Verstraëte	University of Arizona	US	
Nam Wook Cho	Seoul National University	KR	http://dbpedia.org/resource/Process_modeling;http://dbpedia.org/resource/Business_activity_monitoring;http://dbpedia.org/resource/Business_process
Mitsunori Ogiwara	University of Rochester	US	http://dbpedia.org/resource/Polynomial_hierarchy;http://dbpedia.org/resource/Complete_set_of_invariants
Meichun Hsu	China USA Business University	CN	http://dbpedia.org/resource/Data_Intensive_Computing;http://dbpedia.org/resource/Text_analytics;http://dbpedia.org/resource/Dynamic_Data_Exchange;http://dbpedia.org/resource/Business_process
Theis Rauhe	IT University of Copenhagen	DK	http://dbpedia.org/resource/Dynamic_algorithm;http://dbpedia.org/resource/Distributed_algorithm
Xi Zhang	Texas A&M University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Wireless_network;http://dbpedia.org/resource/Access_network;http://dbpedia.org/resource/Sensor_networks
Ben Kao	University of Hong Kong	HK	http://dbpedia.org/resource/Uncertain_data;http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Naive_Bayes_classifier;http://dbpedia.org/resource/Document_retrieval;http://dbpedia.org/resource/Data_cube
David Gross-Amblard	Conservatorio del Tolima	CO	http://dbpedia.org/resource/Watermarking_attack;http://dbpedia.org/resource/VC_dimension;http://dbpedia.org/resource/Relational_database
Jaakko Hollmén	Abo Akademi University	FI	http://dbpedia.org/resource/Novelty_detection;http://dbpedia.org/resource/Data_analysis;http://dbpedia.org/resource/Feature_extraction;http://dbpedia.org/resource/Artificial_neural_network
Peter Bro Miltersen	IT University of Copenhagen	DK	http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Boolean_function;http://dbpedia.org/resource/Parameterized_complexity
Larry Stockmeyer	AISTEDA	RO	http://dbpedia.org/resource/Finite-state_machine;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Circuit_complexity;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Boolean_function
Bruce M. Maggs	Duke University	US	http://dbpedia.org/resource/Parallel_algorithm;http://dbpedia.org/resource/Graph_algorithm
Anca Muscholl	Université d'Artois	FR	http://dbpedia.org/resource/Model_checking;http://dbpedia.org/resource/Pattern_matching;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Concurrent_systems;http://dbpedia.org/resource/Finite-state_machine
Amit Madaan	CMJ University	IN	
Gerard Medioni	University of Southern California	US	http://dbpedia.org/resource/Image_registration;http://dbpedia.org/resource/Object_detection;http://dbpedia.org/resource/Computer_vision;http://dbpedia.org/resource/Corner_detection
Haim Kaplan	Tel Aviv University	IL	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Distributed_algorithm;http://dbpedia.org/resource/Polynomial-time_approximation_scheme
D. Zuckerman	The New School	US	http://dbpedia.org/resource/Hip_fracture;http://dbpedia.org/resource/Case_report;http://dbpedia.org/resource/Open_Surgery_(album);http://dbpedia.org/resource/Rheumatoid_arthritis
Cheng Sheng	Guangzhou University	CN	http://dbpedia.org/resource/Carbonyl_compounds;http://dbpedia.org/resource/Source_code;http://dbpedia.org/resource/Sediment
Nick Kline	AISTEDA	RO	http://dbpedia.org/resource/Temporal_database;http://dbpedia.org/resource/Temporal_database
Sridhar Ramaswamy	AISTEDA	RO	http://dbpedia.org/resource/Biomarker_discovery;http://dbpedia.org/resource/DNA_microarray;http://dbpedia.org/resource/Gene_expression_profiling;http://dbpedia.org/resource/Gene_expression
Adi Rosén	University of Haifa	IL	http://dbpedia.org/resource/Differentiated_services;http://dbpedia.org/resource/Call_control;http://dbpedia.org/resource/Priority_queue;http://dbpedia.org/resource/Online_algorithm
Floris Geerts	Universidad Peruana de Ciencias e Informática	PE	http://dbpedia.org/resource/Static_analysis;http://dbpedia.org/resource/Data_cleansing;http://dbpedia.org/resource/Integrity_constraints;http://dbpedia.org/resource/Functional_dependencies
Dilys Thomas	Stanford University	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Privacy
Tyrone Grandison	Swiss Management Center	CH	http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/Regulatory_compliance;http://dbpedia.org/resource/Data_quality;http://dbpedia.org/resource/Security_management
George Chin	AISTEDA	RO	http://dbpedia.org/resource/Case_study
 Jr.	National Aerospace University Kharkov Aviation Institute	UA	http://dbpedia.org/resource/Prostate_cancer;http://dbpedia.org/resource/Ovarian_cancer;http://dbpedia.org/resource/Breast_cancer;http://dbpedia.org/resource/Risk_factor;http://dbpedia.org/resource/Gastric_cancer
Danai Koutra	Carnegie Mellon University	US	http://dbpedia.org/resource/Anomaly_detection
C. G. Bell	Carnegie Mellon University	US	http://dbpedia.org/resource/Case_study;http://dbpedia.org/resource/Book_review;http://dbpedia.org/resource/Computer_network;http://dbpedia.org/resource/Book_review
Oded Schwartz	Instituto Piaget	PT	http://dbpedia.org/resource/Matrix_multiplication
Michael Molloy	University of Toronto	CA	http://dbpedia.org/resource/Regular_graph;http://dbpedia.org/resource/Random_graphs;http://dbpedia.org/resource/Random_graph
Gultekin Ozsoyoglu	Case Western Reserve University	US	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/QUEL_query_languages;http://dbpedia.org/resource/Semantic_data_model
Beng Chin Ooi	National University of Singapore	SG	http://dbpedia.org/resource/Data_mapping;http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Spatial_database
P. P. Griffiths	University of Sheffield	GB	http://dbpedia.org/resource/Magnetic_resonance_imaging;http://dbpedia.org/resource/Rheumatoid_arthritis;http://dbpedia.org/resource/Cerebral_blood_flow;http://dbpedia.org/resource/Risk_factor
Omer Reingold	Weizmann Institute of Science	IL	http://dbpedia.org/resource/Theory_of_Cryptography_Conference;http://dbpedia.org/resource/Hash_function;http://dbpedia.org/resource/Cryptographic_primitive;http://dbpedia.org/resource/Differential_privacy
Gil Kalai	Hebrew University of Jerusalem	IL	http://dbpedia.org/resource/Linear_programming;http://dbpedia.org/resource/Boolean_function;http://dbpedia.org/resource/Simplex_algorithm;http://dbpedia.org/resource/Graph_property
Tiancheng Lou	Birla Institute of Technology and Science	IN	http://dbpedia.org/resource/Social_networking_service;http://dbpedia.org/resource/Social_theory
Michael R. Genesereth	AISTEDA	RO	http://dbpedia.org/resource/Software_agent;http://dbpedia.org/resource/JACK_Intelligent_Agents;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Information_integration;http://dbpedia.org/resource/Concurrent_engineering
Holger Meyer	Institute of Commonwealth Studies, University of London	GB	http://dbpedia.org/resource/ACM_Transactions_on_Programming_Languages_and_Systems;http://dbpedia.org/resource/Data_storage_device
M. Voigt	State University of New York College of Environmental Science and Forestry	US	http://dbpedia.org/resource/5-Carboxamidotryptamine;http://dbpedia.org/resource/Ion_channel;http://dbpedia.org/resource/Purinergic_receptor
David Gibson	University of Texas	US	http://dbpedia.org/resource/Active_site;http://dbpedia.org/resource/Amino_acid;http://dbpedia.org/resource/Crystal_structure;http://dbpedia.org/resource/Binding_site
