Name	University	Country	
Samrat Ganguly	Soka University of America	US	http://dbpedia.org/resource/Network_architecture;http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Wireless_mesh_network;http://dbpedia.org/resource/Wireless_mesh_networks
Bin Cui	Peking University	CN	http://dbpedia.org/resource/Flash_memory;http://dbpedia.org/resource/Information_filtering_system
Jure Leskovec	Stanford University	US	http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Big_data;http://dbpedia.org/resource/Recommender_system
Daphne Koller	Stanford University	US	http://dbpedia.org/resource/Bayesian_network;http://dbpedia.org/resource/Graphical_models_for_protein_structure
Daniel F. Lieuwen	Technical University of Opole	PL	http://dbpedia.org/resource/Database_application;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Active_database
Benjamin Nguyen	AISTEDA	RO	http://dbpedia.org/resource/World_Wide_Web_Consortium;http://dbpedia.org/resource/XML
Daniel Salber	Laurus Technical Institute	US	http://dbpedia.org/resource/Ubiquitous_computing;http://dbpedia.org/resource/Multimodal_interaction;http://dbpedia.org/resource/Interactive_Systems_Corporation;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Software_architecture
S. Kutten	Technion - Israel Institute of Technology	IL	http://dbpedia.org/resource/Time_complexity
Anupam Gupta	Carnegie Mellon University	US	http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Combinatorial_optimization;http://dbpedia.org/resource/Approximation_algorithm;http://dbpedia.org/resource/Online_algorithm;http://dbpedia.org/resource/Bipartite_matching
Laura Haas	Swiss Management Center	CH	http://dbpedia.org/resource/Meta-data_management;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Relational_database
Kyuseok Shim	National University	US	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Parallel_computation;http://dbpedia.org/resource/Decision_tree
Alan Demers	Cornell University	US	http://dbpedia.org/resource/Message_passing;http://dbpedia.org/resource/Event_Processing_Technical_Society;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Data_type;http://dbpedia.org/resource/Web_application
Daniele Turi	University of Manchester	GB	http://dbpedia.org/resource/Description_logic;http://dbpedia.org/resource/Abstract_syntax_tree;http://dbpedia.org/resource/Web_Ontology_Language;http://dbpedia.org/resource/Operational_semantics
Ganesh Bikshandi	University of Illinois	US	
Kai Puolamäki	Helsinki University of Technology	FI	http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Visual_analytics;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Knowledge_discovery;http://dbpedia.org/resource/Relevance_feedback
A. Marchetti-Spaccamela	Hokkaido Information University	JP	http://dbpedia.org/resource/Single_user_mode
Leopoldo Bertossi	Carleton University	CA	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_model;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Data_exchange
Amnon Barak	Hebrew University of Jerusalem	IL	http://dbpedia.org/resource/Message_passing;http://dbpedia.org/resource/Fault-tolerant_design;http://dbpedia.org/resource/Inter-process_communication;http://dbpedia.org/resource/Computer_cluster
Ziv Bar-Joseph	Carnegie Mellon University	US	http://dbpedia.org/resource/Gene_expression;http://dbpedia.org/resource/Gene_regulatory_network
Mark Jones	Portland State University	US	http://dbpedia.org/resource/Formal_specification;http://dbpedia.org/resource/Functional_programming;http://dbpedia.org/resource/Parallel_programming_model;http://dbpedia.org/resource/Data_structure
Keith E. Mellinger	University of Mary	US	http://dbpedia.org/resource/LDPC_code;http://dbpedia.org/resource/Finite_geometry
Miron Livny	Immanuel Kant State University of Russia	RU	http://dbpedia.org/resource/Distributed_System_Security_Architecture;http://dbpedia.org/resource/Parallel_processing;http://dbpedia.org/resource/Distributed_database
Magdalena Balazinska	University of Washington	US	http://dbpedia.org/resource/Parallel_processing;http://dbpedia.org/resource/Stream_processing;http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Data_management
Ronald Fagin	Swiss Management Center	CH	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Pattern_matching;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Database_theory
Raghavan Komondoor	Indian Institute of Science	IN	http://dbpedia.org/resource/Type_inference;http://dbpedia.org/resource/Data-flow_analysis;http://dbpedia.org/resource/Legacy_code
Andréa W. Richa	Royal School of Library and Information Science	DK	http://dbpedia.org/resource/Overlay_network;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Dynamic_routing;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Jia-Yu Pan	ICT College	US	http://dbpedia.org/resource/Low-rank_approximation;http://dbpedia.org/resource/Spectral_clustering
Amit P. Sheth	Wright State University	US	http://dbpedia.org/resource/Workflow_Management_Coalition;http://dbpedia.org/resource/Semantic_Web;http://dbpedia.org/resource/Linked_data;http://dbpedia.org/resource/Semantic_Web_Services;http://dbpedia.org/resource/Data_management
Xuemin Lin	University of New South Wales	AU	http://dbpedia.org/resource/Range_Queries;http://dbpedia.org/resource/Uncertain_data;http://dbpedia.org/resource/Spatial_database
Tali Kaufman	AISTEDA	RO	http://dbpedia.org/resource/Linear_code;http://dbpedia.org/resource/Hadamard_code
S. Safra	Weizmann Institute of Science	IL	http://dbpedia.org/resource/Computational_complexity_theory
Sébastien Tixeuil	Université Pierre et Marie Curie (Paris VI)	FR	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Network_topology;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Asynchronous_system;http://dbpedia.org/resource/Sensor_networks
Amélie Marian	Huanghe Science & Technology University	CN	
Martin Ester	Simon Fraser University	CA	http://dbpedia.org/resource/Document_clustering;http://dbpedia.org/resource/Collaborative_filtering;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Spatial_database
Martin Farach-Colton	Butler University	US	http://dbpedia.org/resource/Pattern_matching;http://dbpedia.org/resource/Dynamic_programming;http://dbpedia.org/resource/Register_allocation;http://dbpedia.org/resource/Approximate_string_matching;http://dbpedia.org/resource/Feature_extraction
Evaggelia Pitoura	University of Ioannina	GR	http://dbpedia.org/resource/Transaction_Management_eXecutive;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Data_Warehousing
Tomás Feder	Stanford University	US	http://dbpedia.org/resource/Constraint_Satisfaction_Problem;http://dbpedia.org/resource/Constraint_satisfaction_problem;http://dbpedia.org/resource/Graph_homomorphism
Aaron Steinfeld	Carnegie Mellon University	US	http://dbpedia.org/resource/Automated_Systems_Holdings_Limited;http://dbpedia.org/resource/User_interface;http://dbpedia.org/resource/Mobile_robot
Mohammed Seaïd	Fordham University	US	http://dbpedia.org/resource/Large_eddy_simulation;http://dbpedia.org/resource/Finite_volume_method;http://dbpedia.org/resource/Gas_dynamics
Zoubin Ghahramani	University of Cambridge	GB	http://dbpedia.org/resource/Support_vector_machine;http://dbpedia.org/resource/Bayesian_network;http://dbpedia.org/resource/Structured_prediction;http://dbpedia.org/resource/Graphical_models_for_protein_structure
Yannis Kotidis	St. Petersburg State University of Technology and Design	RU	http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Data_warehouse;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Gerald M. Masson	AISTEDA	RO	http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Performance_Analysis_of_Telecommunication_Systems
Panagiotis G. Ipeirotis	York University	US	http://dbpedia.org/resource/Information_extraction;http://dbpedia.org/resource/Data_integration;http://dbpedia.org/resource/Data_cleansing;http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Distributed_search_engine
Jennifer Widom	Stanford University	US	http://dbpedia.org/resource/Query_optimization;http://dbpedia.org/resource/Distributed_database;http://dbpedia.org/resource/Data_modeling;http://dbpedia.org/resource/Dynamic_Data_Exchange
Siddharth Suri	Missouri Tech	US	http://dbpedia.org/resource/Social_influence;http://dbpedia.org/resource/Social_network;http://dbpedia.org/resource/Public_goods_game;http://dbpedia.org/resource/Online_community;http://dbpedia.org/resource/Agent-based_model
Andrew Faulring	Carnegie Mellon University	US	
Niki Pissinou	Florida International University	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Sensor_networks;http://dbpedia.org/resource/Network_performance
Peter Triantafillou	University of Patras	GR	
Panos Kalnis	University of Science and Technology	KR	http://dbpedia.org/resource/Unstructured_data;http://dbpedia.org/resource/Data_mapping;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Transactional_data
Guido Proietti	University of Aquila	IT	http://dbpedia.org/resource/Spanning_tree;http://dbpedia.org/resource/Minimum_spanning_tree
Yan Huang	University of North Texas	US	http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Spatial_data_infrastructure;http://dbpedia.org/resource/Wireless_sensor_network
Johann Christoph Freytag	Humboldt Universität Berlin	DE	http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Database_system;http://dbpedia.org/resource/Query_optimization
P. K. Khosla	Carnegie Mellon University	US	http://dbpedia.org/resource/Visual_tracking;http://dbpedia.org/resource/Path_planning;http://dbpedia.org/resource/Inverse_kinematics;http://dbpedia.org/resource/Sensor_fusion;http://dbpedia.org/resource/Inverse_dynamics
János Körner	Cornell University	US	
E. Damiani	University of Milan	IT	
Hahn-Ming Lee	National Taiwan University	TW	http://dbpedia.org/resource/Query_expansion;http://dbpedia.org/resource/Unsupervised_learning;http://dbpedia.org/resource/Support_vector_machine;http://dbpedia.org/resource/Decision_tree;http://dbpedia.org/resource/Neural_network
Dieter van Melkebeek	Katholieke Universiteit Leuven	BE	http://dbpedia.org/resource/Complexity_class;http://dbpedia.org/resource/Computational_complexity_theory;http://dbpedia.org/resource/Boolean_function
V. Issarny	AgroParisTech	FR	http://dbpedia.org/resource/High_availability;http://dbpedia.org/resource/Memory_management;http://dbpedia.org/resource/Exception_handling;http://dbpedia.org/resource/Run-time_system
Dan Dumitriu	AISTEDA	RO	http://dbpedia.org/resource/Optimal_control;http://dbpedia.org/resource/Data_mining
Roni Khardon	Tufts University	US	http://dbpedia.org/resource/Gaussian_process;http://dbpedia.org/resource/Gaussian_process;http://dbpedia.org/resource/Loss_function;http://dbpedia.org/resource/Dynamic_programming;http://dbpedia.org/resource/Kernel_methods
Stephen G. Kobourov	University of Arizona	US	http://dbpedia.org/resource/Graph_drawing;http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Graph_coloring
Kenji Yoshihira	Soka University of America	US	http://dbpedia.org/resource/Distributed_Systems_Technology_Centre;http://dbpedia.org/resource/Capacity_planning;http://dbpedia.org/resource/Load_balancing_(computing);http://dbpedia.org/resource/Fault_detection_and_isolation
Marios Hadjieleftheriou	Kun Shan University	TW	http://dbpedia.org/resource/Spatial_database;http://dbpedia.org/resource/Relational_database;http://dbpedia.org/resource/Approximate_string_matching
Tian Xia	University of California, Hastings College of Law	US	
Andreas Reuter	Universität Kaiserslautern	DE	http://dbpedia.org/resource/International_Workshop_on_Nitride_Semiconductors;http://dbpedia.org/resource/Transaction_processing
David B. Lomet	The New School	US	http://dbpedia.org/resource/Access_method;http://dbpedia.org/resource/Web_Services_Description_Language;http://dbpedia.org/resource/Distributed_Systems_Technology_Centre
Erik Riedel	Carnegie Mellon University	US	
P. Lee	Coe College	US	http://dbpedia.org/resource/Cell_culture;http://dbpedia.org/resource/Single_cell;http://dbpedia.org/resource/Energy_transfer
Meina Song	Beijing University of Posts and Telecommunications	CN	http://dbpedia.org/resource/Data_synchronization;http://dbpedia.org/resource/Cloud_computing;http://dbpedia.org/resource/System_Architecture_Evolution;http://dbpedia.org/resource/Mobile_cloud_computing
Evgeny Kharlamov	Free University of Bozen	IT	http://dbpedia.org/resource/Big_data
Mike Schneider	Carnegie Mellon University	US	
Tina Eliassi-Rad	Butler University	US	http://dbpedia.org/resource/Data_mining;http://dbpedia.org/resource/Machine_learning;http://dbpedia.org/resource/Information_retrieval;http://dbpedia.org/resource/Knowledge_discovery;http://dbpedia.org/resource/Information_extraction
Yi Ren	Shaanxi Normal University	CN	http://dbpedia.org/resource/Shaanxi;http://dbpedia.org/resource/Ranunculaceae;http://dbpedia.org/resource/GIS
Yanli Li	Shiga University	JP	http://dbpedia.org/resource/Optical_feedback
Thodoros Topaloglou	University of Toronto	CA	http://dbpedia.org/resource/Knowledge_base;http://dbpedia.org/resource/Data_management;http://dbpedia.org/resource/Database_design;http://dbpedia.org/resource/Biological_data_visualization;http://dbpedia.org/resource/Business_model
Bernd Amann	AgroParisTech	FR	http://dbpedia.org/resource/XML_data_binding;http://dbpedia.org/resource/XML;http://dbpedia.org/resource/Thesaurus;http://dbpedia.org/resource/Mediation
Xuetao Wei	University of Arizona	US	http://dbpedia.org/resource/Mesh_networking;http://dbpedia.org/resource/Wireless_Sensor_Networks;http://dbpedia.org/resource/Communication_networks;http://dbpedia.org/resource/Load_balancing_(computing)
Zsolt Tuza	Latvian Academy of Culture	LV	http://dbpedia.org/resource/Graph_coloring;http://dbpedia.org/resource/Planar_graph;http://dbpedia.org/resource/Vertex_cover;http://dbpedia.org/resource/Directed_graph;http://dbpedia.org/resource/Graph_partition
